Código de la transacción,Estatus de la transacción,Fecha de la transacción,Confirmación del pago,Productor(a),Código del producto,Producto,Código del precio,Nombre de este precio,Tasa de conversión (moneda de compra),Moneda de compra,Valor de compra con impuestos,Impuestos locales de compra + Tarifa de pago en cuotas,Valor de compra sin impuestos,Tasa de conversión (moneda en la que recibes los valores),Moneda en la que recibirás los valores,Facturación bruta (sin impuestos),Facturación bruta,Tipo de venta,Faturación neta del Productor(a),Comisión del Afiliado(a),Facturación del(de la) Coproductor(a),Moneda de las tarifas,Tarifa de procesamiento,Tasa de streaming,Otras tarifas,Nombre del Afiliado(a),Canal usado para la venta,Código SRC,Código SCK,Método de pago,Tipo de cobro,Cantidad total de cuotas,Cantidad de cobros,Fecha de vencimiento (vouchers),Código del cupón,Período de prueba (trial),Cantidad de ítems,Comprador(a),Email del Comprador(a),País,Teléfono,Documento,Código postal,Ciudad,C. Autónoma/Dpto./Estado/Prov.,Dirección,Barrio,Número,Apto./piso/casa,Instagram
TRX000581,Pendiente,2020-08-08,No,Kimberly Carney,PROD307,Left,PRC2756,Century,0.8866,USD,156.87,14.99,141.88,0.8694,USD,143.98185866017124,173.64125638190265,Marketplace,138.80419520853405,3.2524598608650255,4.536767311954693,USD,4.49,0.82,0.95,,Web,SRC-0203,SCK-3881,Transferencia,Recurrente,8,6,2025-03-18,CUP-2099,0,5,Samuel Patterson,scottblackburn@example.org,Oman,334.248.3656x707,56574396-7,63194,West Jorgemouth,Illinois,64909 Nelson Manors,Francis Garden,4355,,@fischerzachary
TRX000582,Cancelada,2022-12-11,No,Amy Martin,PROD674,Difference,PRC1985,Between,1.042,USD,430.96000000000004,43.78,387.18,1.134,USD,388.95324752931543,446.48667414454513,Presencial,383.3506760812015,5.29212116807514,9.975934931785888,USD,0.53,0.36,0.47,,Tienda física,SRC-2926,SCK-6254,Efectivo,Único,3,6,2026-02-18,CUP-8009,25,4,Anthony Smith,chanpaul@example.com,New Caledonia,700.601.9007x388,67347436-9,30906,New Cassandraville,Indiana,859 Jimenez Pine,Douglas Flats,6818,Apto. 4,
TRX000583,Cancelada,2025-03-23,No,Calvin Keller,PROD622,Public,PRC6526,Environment,1.1933,USD,343.99,48.04,295.95,1.1573,USD,301.3391489984245,359.07579991009527,Presencial,293.15461917678635,8.625926834910352,1.3821906218463076,USD,2.94,0.34,1.18,,Tienda física,SRC-2511,SCK-1903,PayPal,Único,9,3,2024-08-20,CUP-9409,30,5,Matthew Campbell,lawrencewest@example.net,Saint Vincent and the Grenadines,001-903-823-8876,60628951-3,41099,Lake Jasonfort,Oklahoma,744 Andrew Courts,Rick Estates,1945,Apto. 6,
TRX000584,Cancelada,2023-11-19,Sí,Christine Hanson,PROD174,Return,PRC4873,Tell,0.8525,USD,27.82,5.38,22.44,1.1509,USD,22.834021871900184,27.945151110066472,Online,20.880568610905,3.068412719108432,6.39165038090746,USD,4.1,0.87,0.14,Adam Cruz,Tienda física,SRC-6382,SCK-0715,Efectivo,Único,9,4,2025-12-26,CUP-8185,20,4,Daniel Camacho,hesswilliam@example.org,Guam,276.577.1928x892,02875740-5,66493,East Erin,Alabama,0677 Rodriguez Well,Joseph Ranch,9103,,
TRX000585,Completada,2022-10-16,No,Jamie Peterson,PROD970,Up,PRC4638,Make,0.9692,USD,170.39000000000001,21.27,149.12,1.1595,USD,155.2890856801769,180.78618023109317,Presencial,145.26174354177465,6.199622675411433,7.167375049786971,USD,3.74,0.29,0.83,,App,SRC-1364,SCK-9674,PayPal,Único,6,5,2024-03-19,CUP-1453,30,1,Ralph Kelly,teresa48@example.net,Cameroon,926-599-0185x11156,38515764-6,65308,Lake Michealchester,Wisconsin,838 Victoria Wall,Jonathon Islands,8616,,
TRX000586,Cancelada,2023-12-11,Sí,John Hicks,PROD741,Later,PRC5994,Approach,1.0496,USD,452.81,47.02,405.79,0.8236,USD,414.1533866207984,455.48451572275513,Marketplace,404.5270458096131,6.065792377532468,8.786640229908155,USD,0.54,0.09,0.49,Mario Francis,App,SRC-5633,SCK-3892,Transferencia,Recurrente,6,1,2022-05-26,CUP-9524,5,4,Jodi Morgan,michelle57@example.net,Wallis and Futuna,+1-826-338-8032x4271,86286974-7,55284,East Cynthia,Alaska,854 Castro Mills,Robert Court,6620,,
TRX000587,Pendiente,2023-04-14,No,Tamara Hogan,PROD238,Clear,PRC7208,Country,0.8619,USD,108.99000000000001,12.29,96.7,1.0285,USD,101.34261429912216,115.99175411702389,Online,94.09659333625238,9.732960266112341,5.620413022319565,USD,1.96,0.62,1.02,,Redes sociales,SRC-9412,SCK-3280,Efectivo,Único,12,2,2025-04-25,CUP-6253,1,5,Danielle Oconnor,joshua54@example.org,Tajikistan,+1-292-258-8314,35630328-2,57005,Leeport,South Carolina,7986 Ramos Meadow,Pena Course,2977,Apto. 46,
TRX000588,Cancelada,2021-05-28,Sí,Rebecca Brown,PROD957,Key,PRC1479,Consider,0.9303,USD,367.48,41.22,326.26,0.869,USD,328.4106852059306,376.62333472959443,Marketplace,321.83101690864476,7.171943539999682,2.1726992671038934,USD,4.8,0.91,0.43,Jennifer Herrera,App,SRC-6434,SCK-7608,Tarjeta de crédito,Recurrente,6,11,2025-05-15,CUP-8230,2,3,Sarah Stephens,abigailmoody@example.net,French Guiana,(273)363-1633x0846,72628033-6,41342,New Marciaport,Texas,9116 Jonathan Run Apt. 031,Jennifer Spurs,3872,,@pricejimmy
TRX000589,Cancelada,2022-04-23,No,Paul Thomas,PROD373,Eye,PRC7846,Him,0.8489,USD,109.76,18.14,91.62,1.0899,USD,94.06521176735697,123.80940500321262,Presencial,85.84394842984536,8.945216502261426,2.03186506928531,USD,3.82,0.88,0.44,,Tienda física,SRC-5414,SCK-0857,Transferencia,Único,10,6,2023-11-15,CUP-6229,27,3,Phillip Garcia,dixonalison@example.org,Argentina,(660)702-6046x9017,38916244-1,03634,Pricefort,Ohio,7321 Bailey Well Apt. 423,Michael Summit,9464,Apto. 50,
TRX000590,Completada,2021-09-13,No,Julia Mcbride,PROD171,Quality,PRC3655,Wish,0.8222,USD,411.66999999999996,46.41,365.26,0.8986,USD,373.5086904299217,420.6065344648968,Marketplace,356.6538576294284,4.387959987125402,1.8679472484471804,USD,2.61,0.53,1.0,John Jackson,Redes sociales,SRC-8502,SCK-3050,PayPal,Único,10,9,2025-05-11,CUP-6714,7,2,Cynthia Walker,kimberlyporter@example.org,Equatorial Guinea,495.454.1298x249,02881520-8,77376,Dillonmouth,Montana,26962 Hanna Vista,Malone Neck,2446,,@valerietaylor
TRX000591,Cancelada,2024-03-06,No,Crystal Burke,PROD721,Edge,PRC8628,Arm,1.0074,USD,227.98,39.47,188.51,1.0024,USD,189.05290619104946,242.502186348286,Marketplace,186.62559541722638,0.37657111014213207,0.444656108715501,USD,2.47,0.68,1.39,,Tienda física,SRC-3250,SCK-2749,PayPal,Único,4,11,2023-03-03,CUP-2383,12,1,Diane Williams,timothylong@example.com,Cote d'Ivoire,+1-899-642-8580x330,14863290-8,42355,West Theresaview,Texas,159 Mary Crest Apt. 377,Daniel Ridges,663,,@webbkeith
TRX000592,Completada,2022-10-13,No,Laura Holt,PROD955,Market,PRC3670,Capital,1.1816,USD,195.7,37.67,158.03,1.1488,USD,166.17672727679206,208.60813685685542,Marketplace,149.4781437359565,5.738523179347376,1.094808389262465,USD,4.54,0.87,0.05,Mr. Miguel Johnson,App,SRC-4568,SCK-8486,PayPal,Único,2,5,2022-05-11,CUP-7374,15,3,Linda Sullivan,ramosjeffery@example.com,Saint Lucia,2475412081,68938252-8,89417,Adamborough,Pennsylvania,1602 Lawson Station,Webb Mill,8379,,
TRX000593,Completada,2022-04-19,Sí,Jessica Castro,PROD507,Your,PRC1793,Operation,1.0533,USD,116.9,10.7,106.2,1.0927,USD,110.90096611102283,125.21168815377034,Online,104.09582895586092,5.934849642207118,0.9292922622484856,USD,1.43,0.12,1.37,,Redes sociales,SRC-0316,SCK-3678,Efectivo,Recurrente,11,3,2020-11-08,CUP-5248,3,5,George Freeman,eric83@example.net,Cyprus,2397539526,32987340-1,11522,Christinefort,Washington,5473 Chase Camp Suite 990,Ellis Cliff,1463,,@michael65
TRX000594,Cancelada,2023-04-22,No,Crystal Cruz,PROD354,State,PRC4243,Woman,1.1702,USD,75.72,14.51,61.21,1.0987,USD,67.3850796229892,76.55702238216352,Online,60.89082640718736,1.3598677309602014,3.4293893472639967,USD,0.67,0.57,0.86,Curtis Mcdaniel,Web,SRC-0573,SCK-6891,Transferencia,Recurrente,11,11,2025-06-19,CUP-8041,24,5,Kathleen Stephenson,rweber@example.org,Antigua and Barbuda,721.988.7716x9916,23634110-4,71021,Scottside,Virginia,1265 Benson Plaza Apt. 829,Gabriel Overpass,1698,Apto. 10,@rhonda24
TRX000595,Cancelada,2023-04-26,No,Amy Suarez,PROD237,Agree,PRC3459,Pull,1.0385,USD,59.75,5.6,54.15,0.9502,USD,58.09783702681574,70.91773213193441,Online,48.90183620001292,9.219289894190103,8.598438427503567,USD,4.28,0.59,1.4,Ariel Dominguez,Tienda física,SRC-8553,SCK-7304,Efectivo,Único,12,12,2022-06-04,CUP-6318,0,2,Keith Maddox,snyderdavid@example.net,Syrian Arab Republic,748-814-4000x407,02310640-7,80096,Moorechester,North Dakota,88542 Bradshaw Summit,Green Radial,9321,Apto. 39,@vjohnston
TRX000596,Pendiente,2023-06-05,No,Jade Robles,PROD662,Quality,PRC6351,Wide,1.0159,USD,411.46,61.13,350.33,0.9549,USD,351.3016805986213,411.8017707646434,Online,340.64114492910096,1.186503331503198,2.754619359281393,USD,1.45,0.03,1.88,,App,SRC-9736,SCK-6547,Tarjeta de crédito,Único,8,1,2024-09-08,CUP-5878,3,3,Teresa Ponce,stephaniewashington@example.org,United States Minor Outlying Islands,9539925906,18536017-4,29913,West Bryanburgh,Minnesota,04131 Fleming Vista Suite 752,Frank Alley,2654,,
TRX000597,Cancelada,2022-08-15,Sí,Sierra Johnston DDS,PROD522,Risk,PRC4738,Management,0.852,USD,164.46,18.27,146.19,1.144,USD,150.62114576629108,176.84849551402309,Marketplace,138.97452500969217,0.8537359111921405,4.2619887636575315,USD,3.43,0.9,0.68,Jeffrey Figueroa,App,SRC-5064,SCK-2729,Tarjeta de crédito,Único,12,12,2024-06-08,CUP-0438,1,2,Ashlee Kerr,imurray@example.org,Thailand,602.854.3163x915,47256046-7,67658,Lake Bradley,Indiana,061 Mckinney Squares Suite 026,John Burgs,961,,
TRX000598,Pendiente,2023-12-09,Sí,Kaitlin Davis,PROD479,Central,PRC8255,Clear,1.036,USD,528.07,73.16,454.91,1.1114,USD,464.05206555250385,537.9977406281871,Presencial,448.51161316011303,3.6856609898201462,8.930425330015984,USD,2.17,0.43,0.34,Megan Ochoa,Redes sociales,SRC-6676,SCK-6540,Tarjeta de crédito,Único,5,8,2022-08-30,CUP-2421,0,1,Jennifer Cunningham,matthewhaynes@example.net,Samoa,(417)380-5813x80573,36788645-5,49297,South Daniel,Delaware,0557 Michael Estate,Johnson Locks,723,,
TRX000599,Completada,2023-02-02,No,Debra Davis,PROD508,Sport,PRC5524,Cut,1.1054,USD,471.63,70.97,400.66,0.836,USD,400.9264541308654,472.4046078382759,Online,391.5453211450068,7.925299213273282,5.5384335093089145,USD,2.41,0.04,0.03,Michael Aguilar,Tienda física,SRC-8962,SCK-5869,Efectivo,Único,3,10,2021-03-24,CUP-6356,27,1,James Lopez,bryan17@example.net,Tunisia,001-975-519-3784x95312,44580197-6,90641,North James,Louisiana,64615 Sheena Unions Suite 532,David Spring,5616,,@rebecca70
TRX000600,Completada,2024-02-20,No,Veronica Smith,PROD469,Expect,PRC9694,News,1.1816,USD,117.04,11.25,105.79,0.9968,USD,108.2550300334307,126.09926258886851,Online,101.17053835089347,2.291890034983999,0.7970757759195046,USD,4.1,0.17,1.41,Carol Le,Redes sociales,SRC-1988,SCK-4089,Transferencia,Recurrente,9,9,2025-10-11,CUP-4374,11,4,Pamela Lin,pachecopatricia@example.net,Bouvet Island (Bouvetoya),793.200.8058x8990,81403340-5,04869,Lake Jenniferton,Michigan,358 Patrick Ramp Apt. 213,Colton Squares,6979,Apto. 46,
TRX000601,Cancelada,2022-07-04,No,Alex Taylor,PROD260,Provide,PRC8200,Bad,1.1688,USD,286.21,33.08,253.13,1.1353,USD,256.4676270680848,297.43515723190706,Presencial,243.13241267151753,8.036534255159504,7.77004824581486,USD,2.47,0.15,0.71,Tyler Roberts,App,SRC-6764,SCK-2812,Transferencia,Recurrente,1,1,2024-01-15,CUP-5983,8,4,Christopher Bryant,christy84@example.net,United Arab Emirates,001-359-612-6092x033,65657166-5,64853,East Andrewshire,South Carolina,43896 Banks Locks Suite 508,Thomas Stream,6797,,@james22
TRX000602,Completada,2024-08-30,No,Zachary Kaiser,PROD138,Walk,PRC1321,Short,1.0996,USD,204.24,32.38,171.86,0.9051,USD,179.81103394362924,219.34192097243834,Online,171.35422445543622,5.885142869178479,6.6653652837394635,USD,2.95,0.94,0.14,,Tienda física,SRC-8764,SCK-1261,Tarjeta de crédito,Recurrente,4,11,2025-11-19,CUP-9557,2,3,Joshua Wilson,wattsmelissa@example.org,Morocco,940.783.5442,98819206-9,50711,Oscarborough,Idaho,962 Graham Estates Apt. 368,Christopher Extensions,2821,Apto. 3,
TRX000603,Cancelada,2022-10-12,No,David Patel,PROD754,Position,PRC4664,Sister,1.0592,USD,312.5,56.6,255.9,0.8795,USD,264.20130954071385,318.45257724025606,Marketplace,247.68288336866306,9.292610281152719,3.9500021028016397,USD,2.48,0.12,0.83,,Tienda física,SRC-9557,SCK-8022,Tarjeta de crédito,Recurrente,7,2,2025-02-09,CUP-0177,6,4,William Fisher,michael02@example.net,Hungary,+1-294-547-3534x14391,23186679-0,56147,Bowmanview,New Mexico,201 Dorothy Circle Suite 083,Wright Mountain,4697,Apto. 4,@phillipsparks
TRX000604,Cancelada,2023-08-23,No,Michael Floyd,PROD696,Some,PRC2866,Half,1.1983,USD,159.39000000000001,18.96,140.43,0.9784,USD,143.65319540656313,162.87390843900965,Online,138.5998466680247,7.36967963642509,9.670408704533287,USD,0.8,0.82,0.53,,App,SRC-3342,SCK-2539,Tarjeta de crédito,Único,8,1,2022-04-14,CUP-9224,14,5,Stephen Vasquez,dcarrillo@example.com,El Salvador,(675)602-1885x211,60363839-6,93759,Weaverhaven,Maryland,47598 Miguel Parkway,West Mountains,2811,,@gilmorebarbara
TRX000605,Cancelada,2025-03-10,Sí,Melanie Thompson,PROD340,Grow,PRC7051,Effort,1.0737,USD,506.15000000000003,84.05,422.1,1.1004,USD,428.4082463147677,519.3352769892558,Marketplace,415.49559870751426,2.594914815953228,8.496193657136622,USD,2.81,0.5,1.99,,App,SRC-2025,SCK-4616,Tarjeta de crédito,Único,8,1,2024-09-30,CUP-7946,16,5,Jill Chavez,meyerkathleen@example.net,Solomon Islands,(736)913-9594x59211,23501947-3,65293,Duncanberg,Montana,965 Cannon Port,Shelton Port,4748,,
TRX000606,Pendiente,2020-11-10,No,Mark Hernandez,PROD634,Treatment,PRC9407,Study,1.095,USD,532.1,104.91,427.19,0.8933,USD,436.131635881367,550.66151482448,Presencial,424.1488592249823,1.3824064404306047,7.5783266961755515,USD,4.88,0.37,1.87,,Web,SRC-2008,SCK-1001,Tarjeta de crédito,Recurrente,9,1,2024-09-23,CUP-2866,15,3,Jennifer Flores,tracy95@example.org,El Salvador,001-209-667-1080,58724227-4,94964,Hendersonberg,South Carolina,305 Stephen Radial Suite 251,Denise Way,7755,,
TRX000607,Completada,2024-12-23,No,Tommy Murphy,PROD790,You,PRC5430,Lay,1.1166,USD,110.71000000000001,12.59,98.12,1.04,USD,101.11555671182875,121.97858190970541,Presencial,94.0877049449456,7.646095502969025,6.679837486448326,USD,3.02,0.5,0.93,,Redes sociales,SRC-7577,SCK-7734,Tarjeta de crédito,Recurrente,1,10,2025-06-11,CUP-2658,7,1,Erica Clark,smithjeanne@example.net,Kazakhstan,+1-214-907-7128x061,46669747-2,98802,South Davidburgh,Maine,6683 Jeffery Keys,Paul Vista,4238,Apto. 6,@jennifer55
TRX000608,Cancelada,2023-02-02,Sí,Stacy Burns,PROD441,Front,PRC7183,Shoulder,0.9416,USD,257.49,38.19,219.3,1.1116,USD,221.78111517556232,268.52696013127667,Presencial,214.4249321338447,6.741924575996608,8.084799251774731,USD,3.11,0.86,1.32,,App,SRC-0781,SCK-0728,PayPal,Único,10,7,2024-11-09,CUP-9476,20,3,Nicholas Curry,whitenicholas@example.com,New Zealand,001-693-663-1962x756,39095195-6,53047,North Bryan,Montana,2105 Paul Centers,Dixon Ways,9992,Apto. 25,
TRX000609,Completada,2024-02-19,No,Michelle Wong,PROD204,Try,PRC7323,First,0.8569,USD,450.20000000000005,87.23,362.97,1.1925,USD,365.62644695260076,458.7861648657354,Presencial,357.8529938238566,1.516893957909936,4.439464286835138,USD,3.11,0.24,1.26,Kathryn Davis,App,SRC-5373,SCK-9652,Tarjeta de crédito,Único,5,9,2023-05-28,CUP-2959,17,5,Jenna Murray,cookkenneth@example.net,Myanmar,001-607-412-9969x915,70029331-3,17368,Hicksborough,New Mexico,0213 Chang Vista Suite 157,Miller Dale,3735,,
TRX000610,Pendiente,2024-02-20,Sí,Kelsey Thompson DDS,PROD738,House,PRC2038,At,0.8357,USD,88.1,10.74,77.36,0.8295,USD,87.26595199074768,97.69047200550715,Online,69.83104722803762,4.4517431856648955,5.7575024715177605,USD,3.14,0.76,1.45,Heather Gutierrez,App,SRC-1765,SCK-5892,Transferencia,Recurrente,2,4,2021-07-05,CUP-5528,15,4,John Johnson,ylee@example.net,Canada,001-328-729-3352x87897,35964726-8,87557,Melissafort,Louisiana,5507 Penny Gardens Apt. 018,Barber Causeway,7,,
TRX000611,Completada,2023-01-23,No,Joshua Stewart,PROD385,Sister,PRC5949,Force,0.9982,USD,35.81,4.35,31.46,0.9049,USD,32.403955585405846,46.93587548956924,Marketplace,28.13549283953318,8.300587885106484,0.2193087272353289,USD,0.94,0.32,0.06,Teresa Christensen,Tienda física,SRC-5810,SCK-5801,PayPal,Único,10,7,2021-01-01,CUP-8679,27,1,Vincent King MD,seanshepherd@example.net,Mexico,(863)564-6533x34774,37922628-1,81258,West Aaronborough,New York,87345 Marcus Expressway Apt. 940,Odonnell Alley,7702,Apto. 49,
TRX000612,Completada,2021-09-10,Sí,Jason Weber,PROD987,Treatment,PRC7565,When,0.9847,USD,517.58,51.21,466.37,1.0205,USD,473.3719460662225,527.8957442997065,Online,460.4245280621767,5.732345786169779,5.466211634165564,USD,1.72,0.44,0.83,,Web,SRC-9629,SCK-1459,Transferencia,Recurrente,10,3,2023-06-02,CUP-3660,20,4,Nicole Boyle,obrienchristopher@example.com,Libyan Arab Jamahiriya,001-636-765-3978x8587,57131984-4,35096,Brownchester,Kansas,57477 Ramirez Mill Apt. 123,Robertson Mills,4343,Apto. 35,
TRX000613,Cancelada,2022-04-11,No,Angel Vincent,PROD680,Pressure,PRC6117,Beat,1.0755,USD,334.26,60.44,273.82,1.1467,USD,283.5725581405885,339.23951562685977,Presencial,269.8617243319393,6.1854509673678955,4.4034663074922396,USD,2.03,0.26,0.63,,Web,SRC-8987,SCK-5579,Tarjeta de crédito,Único,12,10,2025-09-25,CUP-8322,5,1,Amanda Maxwell,morrisalexander@example.com,Guernsey,001-517-636-5854x0591,42462712-3,80463,East Sharon,Arkansas,3353 Salazar Mountains Suite 980,Bright Estate,7828,,
TRX000614,Cancelada,2022-12-13,No,Barbara Powell,PROD312,A,PRC7901,Network,0.9258,USD,237.15,40.22,196.93,0.9643,USD,197.6338365657986,244.17522085806556,Marketplace,196.1439367444454,6.827660555258218,0.6186711957357238,USD,3.41,0.1,1.16,John Soto DDS,Web,SRC-8827,SCK-3763,Efectivo,Recurrente,1,1,2020-09-14,CUP-7739,19,5,Kaylee Wright,abruce@example.org,Montenegro,497.885.5004x4507,29010793-2,90906,South Michael,New Hampshire,4630 Howell Skyway,Joann Manors,4934,Apto. 9,
TRX000615,Cancelada,2022-12-06,No,Jeremy Harris,PROD541,Ok,PRC9151,Though,0.9642,USD,331.72,37.34,294.38,0.9307,USD,298.14335516561863,337.5863472414775,Presencial,290.62955328684984,8.651839068082847,7.855171330498876,USD,1.68,0.01,1.58,Molly Kramer,Redes sociales,SRC-2458,SCK-1987,PayPal,Recurrente,8,6,2024-07-15,CUP-8840,28,1,Michael Hubbard DDS,diazjudith@example.com,Niger,+1-572-268-3950x7051,69672128-1,42125,Kelleyside,New Hampshire,78537 Daniel Stream,Kyle Fork,9359,Apto. 29,
TRX000616,Pendiente,2022-10-18,No,Aaron Mercado,PROD996,Risk,PRC7246,Dark,1.1133,USD,544.9300000000001,62.2,482.73,1.1417,USD,488.81610719657624,555.0584372516371,Online,478.4784853915233,2.425166357832947,7.822305513138299,USD,3.97,0.34,0.58,Sandra Rice,Tienda física,SRC-8306,SCK-8483,PayPal,Único,1,1,2026-04-17,CUP-6816,29,4,Cristian Foster,elizabeth06@example.com,Liberia,(959)457-3541x057,50402589-8,72344,North Courtneymouth,Massachusetts,35784 Mueller Roads Apt. 080,Keith Crescent,2626,,@mcguirechristopher
TRX000617,Pendiente,2020-09-23,Sí,Travis Farmer,PROD882,Particularly,PRC6177,Election,1.0453,USD,191.8,37.68,154.12,0.9561,USD,158.4018198326479,207.76383801876403,Online,145.3064579112556,6.939496297884295,4.739484288589377,USD,0.86,0.28,1.97,James Mills,Tienda física,SRC-1611,SCK-5566,Efectivo,Único,1,9,2020-11-25,CUP-4047,3,4,Heather Williams,matthew40@example.net,Micronesia,001-822-670-6990,94935658-0,89334,Port Diana,Indiana,4722 Cox Trail,Todd Pine,9648,Apto. 34,@joebrown
TRX000618,Completada,2024-03-30,No,Marvin White,PROD556,Expert,PRC3210,Radio,1.1977,USD,298.7,46.38,252.32,0.9634,USD,253.11132140970895,302.6176761917202,Presencial,246.54160427305666,8.824785496426268,3.583649206466103,USD,4.34,0.64,0.85,Rachel Mccoy,Web,SRC-6639,SCK-0004,Transferencia,Único,4,9,2022-07-27,CUP-9804,7,4,Shelley Ramsey,ksimpson@example.com,Bosnia and Herzegovina,909-261-7099x8731,98166881-3,02836,Port Courtney,Maine,128 Michael Courts Suite 454,Cruz Drives,5606,Apto. 15,@scott12
TRX000619,Pendiente,2024-10-04,No,Brian Alexander,PROD626,Personal,PRC3864,Month,0.9239,USD,345.6,47.12,298.48,0.8494,USD,298.960936874539,360.6511796075538,Marketplace,292.93892368626933,9.737029136642887,6.35558010405329,USD,3.63,0.23,0.65,Christopher Camacho,Tienda física,SRC-9579,SCK-4745,Tarjeta de crédito,Único,11,7,2020-12-22,CUP-0989,9,3,Barbara Mckee,christopherrogers@example.com,Bhutan,(604)326-1447x16504,52644582-9,54776,Jessicastad,Kentucky,913 Grant Glens,Poole Dale,4673,Apto. 42,@morrisonlisa
TRX000620,Pendiente,2024-06-20,No,Kristopher Galvan,PROD888,Simply,PRC9802,Community,1.0459,USD,91.9,10.54,81.36,1.0946,USD,82.47403660028753,109.50108948896883,Presencial,71.9153566520252,1.5416382949542073,7.129252328330686,USD,3.57,0.62,1.63,Christopher Alvarez,Redes sociales,SRC-6074,SCK-1464,Efectivo,Único,4,11,2025-01-24,CUP-4026,20,2,Cheryl Lee,markpeterson@example.org,Moldova,726.721.3841,10954252-7,44969,West Richardside,North Carolina,482 Samuel Mountains,Edward Field,8017,,@kurtschwartz
TRX000621,Cancelada,2021-05-09,Sí,Katherine Mayer,PROD920,Significant,PRC2102,Stay,1.0427,USD,493.57000000000005,75.59,417.98,0.9548,USD,426.17647744840207,507.2716599133188,Online,409.0026074997535,3.536301904485879,0.12615588717570847,USD,4.22,0.25,1.43,Jason Moore,Redes sociales,SRC-3326,SCK-2776,Transferencia,Recurrente,12,9,2023-05-02,CUP-6958,26,2,Shannon Carpenter,kathryn87@example.net,Romania,849.929.4499x313,57266849-0,90514,Jerrychester,New Hampshire,03161 Nancy Orchard,Carlson Junctions,4371,,@kevinherman
TRX000622,Completada,2023-03-16,No,Chelsey Garcia,PROD551,From,PRC8768,Stuff,1.0021,USD,140.32,17.86,122.46,1.0057,USD,131.6683254354613,141.03527836588597,Online,115.45995334537034,6.343691925727301,1.0383696492539507,USD,4.29,0.35,0.34,Teresa Chandler,Tienda física,SRC-8016,SCK-6480,PayPal,Recurrente,7,1,2021-12-19,CUP-6280,6,5,Shelby Walker,stephanie11@example.com,Falkland Islands (Malvinas),001-239-878-1573x41591,60862365-0,38473,Johnsonberg,Nebraska,47892 Sarah Junction,Danielle Plaza,5925,,@mistyenglish
TRX000623,Cancelada,2025-03-28,No,Ricky Sanchez,PROD346,Animal,PRC3020,Just,0.8588,USD,366.12,52.54,313.58,0.9826,USD,314.6515313267387,381.8055643618809,Marketplace,307.16213017238374,6.509109493766111,9.103483021293062,USD,2.81,0.26,1.08,Antonio Roberts,Redes sociales,SRC-1579,SCK-9706,Transferencia,Único,5,6,2021-10-15,CUP-9810,18,2,Lisa Day,michellehenderson@example.com,Italy,(208)936-8168x214,37308714-3,76334,East Christineberg,Alaska,6260 Smith Fall,Vasquez Passage,7854,Apto. 7,
TRX000624,Pendiente,2024-07-22,No,Joann Mills,PROD279,Nor,PRC5387,Threat,0.8529,USD,391.15,47.45,343.7,0.8815,USD,351.80223825943034,395.80102389997677,Marketplace,335.08152109616253,9.864956781135302,5.40447024611376,USD,3.42,0.59,0.33,Carolyn Hall,Web,SRC-7381,SCK-5229,Transferencia,Único,11,11,2025-02-15,CUP-3229,15,1,Michael Maynard,jonathan14@example.net,Paraguay,+1-638-947-5431x88645,80079246-3,52901,Benitezhaven,Kansas,5504 Stephens Plains Suite 500,Adkins Bypass,6421,,
TRX000625,Completada,2023-07-08,Sí,Cole Wallace,PROD289,Check,PRC4768,Beyond,0.8703,USD,310.04,46.67,263.37,0.8008,USD,269.15074064530774,311.027522112085,Online,254.12876964538611,1.6778324652988963,1.211265850423432,USD,3.61,0.39,0.87,Angela Perez,Web,SRC-5980,SCK-4333,Efectivo,Recurrente,2,1,2021-10-01,CUP-5696,2,3,Brian Miller,njohnson@example.net,Cook Islands,552.306.2260,64266331-6,12886,Brianside,Georgia,01717 Carolyn Prairie,Stewart Streets,3103,Apto. 24,
TRX000626,Completada,2021-09-06,Sí,Brian Wade,PROD905,Page,PRC8906,High,0.9105,USD,187.48000000000002,35.99,151.49,1.1132,USD,157.0203251958909,192.18463602211196,Marketplace,142.20443823581007,6.498756426868485,6.411532829955618,USD,3.39,0.19,0.62,,Tienda física,SRC-0819,SCK-0056,Tarjeta de crédito,Único,1,4,2024-04-23,CUP-3526,14,4,Mrs. Jackie Ruiz MD,ian13@example.net,Western Sahara,8227867106,60249235-7,58212,Robertsport,Pennsylvania,7175 Edward Station,Shields Road,2989,Apto. 1,
TRX000627,Completada,2025-01-29,No,Katherine Sparks,PROD543,Special,PRC7388,Happen,0.9688,USD,168.60000000000002,21.92,146.68,0.8368,USD,150.47189405124894,183.44388986055947,Online,138.33908857624735,3.3140744283456467,9.02939384348926,USD,4.57,0.39,0.74,,Web,SRC-2615,SCK-8789,Transferencia,Recurrente,1,8,2024-09-15,CUP-8916,10,1,Kristen Wright,uarellano@example.org,Bermuda,742-641-2484,67313717-4,12613,Lake Robertmouth,Maryland,085 Yang Avenue Apt. 401,Sarah Lodge,6535,Apto. 40,
