Código de la transacción;Estatus de la transacción;Fecha de la transacción;Confirmación del pago;Productor(a);Código del producto;Producto;Código del precio;Nombre de este precio;Tasa de conversión (moneda de compra);Moneda de compra;Valor de compra con impuestos;Impuestos locales de compra + Tarifa de pago en cuotas;Valor de compra sin impuestos;Tasa de conversión (moneda en la que recibes los valores);Moneda en la que recibirás los valores;Facturación bruta (sin impuestos);Facturación bruta;Tipo de venta;Faturación neta del Productor(a);Comisión del Afiliado(a);Facturación del(de la) Coproductor(a);Moneda de las tarifas;Tarifa de procesamiento;Tasa de streaming;Otras tarifas;Nombre del Afiliado(a);Canal usado para la venta;Código SRC;Código SCK;Método de pago;Tipo de cobro;Cantidad total de cuotas;Cantidad de cobros;Fecha de vencimiento (vouchers);Código del cupón;Período de prueba (trial);Cantidad de ítems;Comprador(a);Email del Comprador(a);País;Teléfono;Documento;Código postal;Ciudad;C. Autónoma/Dpto./Estado/Prov.;Dirección;Barrio;Número;Apto./piso/casa;Instagram
TRX000523;Completada;11-01-2022;Sí;Todd White;PROD143;Bring;PRC3554;Partner;11.206;EUR;347.69;36.64;311.05;10.557;USD;3.179.818.023.642.970;34.934.955.749.339.100;Online;3.011.961.390.903.370;0.25395744563082356;9.325.745.243.654.630;USD;1.09;0.88;1.77;;Tienda física;SRC-2602;SCK-6118;PayPal;Único;4;1;23-01-2023;CUP-0109;10;4;Rachel Graham;matthewscarlos@example.com;Tanzania;001-908-817-0032;28058777-7;7022;West Emilymouth;Florida;211 Simmons Shoal Suite 460;Cole Roads;554;;
TRX000524;Pendiente;07-01-2022;No;Jeanette Yates;PROD247;Rich;PRC9185;Brother;11.852;USD;264.64;46.06;218.58;0.9692;BRL;22.141.909.479.552.900;2.782.798.987.621.610;Marketplace;21.573.637.029.326.500;51.980.901.155.465.700;616.908.568.017.688;EUR;3.39;0.15;0.01;Ruth Hernandez MD;App;SRC-1356;SCK-3974;PayPal;Recurrente;4;2;26-10-2024;CUP-9250;6;2;Howard Coleman;natasha86@example.net;Lebanon;6.589.182.177;47793599-5;86301;Javierbury;Mississippi;997 Gregory Drive Apt. 193;Heidi Glens;8903;;@hbowman
TRX000525;Pendiente;04-03-2021;Sí;Ashley Davis;PROD192;Kitchen;PRC9512;Pay;0.8979;EUR;46.14;5.31;40.83;0.9958;USD;4.924.167.044.975.960;490.042.521.617.806;Marketplace;4.075.915.715.076.680;30.486.944.782.784.400;0.926040862425006;BRL;2.05;0.53;1.53;Christine Allen;Web;SRC-0313;SCK-8783;Efectivo;Único;3;6;20-04-2021;CUP-6828;14;3;Misty Woods;joecameron@example.org;Jamaica;001-320-429-4874x781;82699345-1;59753;New Teresa;Florida;317 Dixon Isle;Laura Port;4266;Apto. 48;
TRX000526;Cancelada;07-09-2023;No;Roberta Gonzales;PROD491;Think;PRC4950;Son;10.918;BRL;157.03;16.87;140.16;0.8212;USD;14.587.218.817.995.000;1.601.250.987.134.480;Marketplace;13.983.306.224.067.200;1.424.457.700.447.100;0.9023405992186184;BRL;4.82;0.65;0.35;Amy Nguyen;App;SRC-7779;SCK-1743;Transferencia;Recurrente;12;12;08-02-2021;CUP-2434;29;5;Christine Wright;jonesmark@example.com;Antigua and Barbuda;001-527-820-9480;95756294-3;26645;South Amandamouth;Alabama;0694 Kim Prairie Suite 410;Alexis Drive;9545;;@lchan
TRX000527;Cancelada;18-10-2022;No;Hannah Skinner;PROD918;Citizen;PRC6356;Building;10.629;CLP;11.217.999.999.999.900;17.63;94.55;10.561;USD;10.069.809.201.762.800;12.351.749.230.349.600;Marketplace;8.714.005.424.291.340;8.815.587.101.220.530;9.553.419.731.617.720;USD;1.56;0.17;1.31;;App;SRC-0181;SCK-8896;Transferencia;Recurrente;9;5;10-11-2023;CUP-9132;13;1;Shari Willis;shane53@example.net;Gambia;811.615.7034x75601;26245546-2;926;North Maria;Michigan;9223 Smith Villages Apt. 734;Joshua Lights;8014;Apto. 47;
TRX000528;Pendiente;28-12-2024;No;Rebecca Howe;PROD725;These;PRC2908;With;0.8722;BRL;501.2;58.77;442.43;10.414;BRL;44.532.842.793.696.600;5.173.648.366.440.950;Online;43.301.101.653.907;5.710.437.173.591.860;26.103.792.984.361.300;USD;3.07;0.44;0.32;Michael Le;Redes sociales;SRC-0603;SCK-9810;Efectivo;Único;4;8;18-08-2023;CUP-5163;28;3;Benjamin Chen;singhaaron@example.org;Chad;317-756-1680x9564;41333665-0;18913;Tinaland;Michigan;581 Lucas Courts Suite 782;Jane Fall;2266;;@brittany21
TRX000529;Completada;01-07-2024;Sí;Maria Garcia;PROD277;Fear;PRC1616;Collection;11.533;EUR;28.540.000.000.000.000;4.78;23.76;11.044;BRL;25.107.162.931.653.300;4.798.170.446.672.380;Marketplace;2.011.692.727.587.130;7.292.030.885.114.200;72.610.931.741.429.900;BRL;2.83;0.51;1.14;Susan Nelson;App;SRC-1414;SCK-0138;PayPal;Recurrente;3;4;16-02-2026;CUP-6993;17;4;Diane Jackson;eric12@example.net;Antarctica (the territory South of 60 deg S);674-802-0984;98886659-4;71772;Lake Amymouth;Idaho;67591 Collins Groves;Wendy Island;998;;@lauraball
TRX000530;Completada;24-03-2023;No;Brandon Lee;PROD168;Nation;PRC6683;Forward;11.341;USD;167.54;21.26;146.28;11.816;CLP;15.273.406.842.842.700;18.599.089.322.147.500;Online;13.813.327.272.320.700;85.518.562.640.435;5.738.523.179.347.370;USD;3.39;0.17;1.85;;Tienda física;SRC-2315;SCK-6823;Tarjeta de crédito;Único;5;4;19-07-2022;CUP-8402;8;5;Nicholas Navarro;ralph67@example.org;Norfolk Island;8.209.253.423;07760429-3;85935;Bowmanchester;Virginia;4087 Boyer Club Apt. 752;Cameron Center;3160;;
TRX000531;Pendiente;13-07-2020;Sí;Melissa Khan;PROD748;Hospital;PRC3472;Too;10.927;CLP;36.528.999.999.999.900;72.78;292.51;0.8829;CLP;29.937.773.528.110.100;3.669.429.563.382.880;Marketplace;2.875.113.475.795.880;6.086.972.055.391.560;11.517.013.717.579.800;BRL;2.35;0.75;0.28;Michael Olsen;Web;SRC-9724;SCK-7254;Tarjeta de crédito;Único;7;7;28-06-2021;CUP-5416;4;2;Mary Schmidt;brittneywashington@example.com;Sao Tome and Principe;001-539-885-2381x8289;32786807-0;36440;Lake Nancy;Minnesota;318 Riley Cliffs Apt. 699;Emily Run;686;;@lucasedwards
TRX000532;Cancelada;07-10-2022;Sí;Adam Harrison;PROD137;Top;PRC5810;Reality;10.288;BRL;43.684.999.999.999.900;72.58;364.27;0.9521;USD;3.718.695.198.963.310;4.553.606.130.732.820;Marketplace;354.945.975.885.341;19.795.133.117.946.200;6.229.740.138.856.550;CLP;3.47;0.46;1.75;;Web;SRC-0775;SCK-0884;Transferencia;Recurrente;3;2;22-05-2023;CUP-9996;9;1;Gregory Gray;abush@example.org;Seychelles;638-605-9519;54225955-1;26210;Lake Austin;Massachusetts;4196 Donna Knoll;Samantha Squares;9149;Apto. 44;
TRX000533;Completada;17-01-2025;Sí;Kyle Jimenez;PROD960;Guess;PRC4172;Both;10.803;EUR;90.78;11.88;78.9;11.978;EUR;8.554.923.484.076.850;9.095.484.315.878.590;Marketplace;6.908.016.158.531.350;15.012.807.843.329.900;28.671.296.220.702.600;BRL;4.28;0.07;1.48;;App;SRC-3636;SCK-5905;PayPal;Único;12;10;17-10-2024;CUP-4173;26;1;Thomas Thomas II;robertpark@example.net;Solomon Islands;503.723.8128x171;47521127-5;76698;Sanchezfort;Indiana;49331 Wendy Parkway;Martin Garden;1593;Apto. 15;@velasquezjessica
TRX000534;Completada;06-02-2022;Sí;Stacy Nunez;PROD365;Agree;PRC2227;Agreement;11.552;USD;168.7;23.72;144.98;0.8103;BRL;14.824.638.941.017.000;1.758.803.214.475.050;Online;14.131.309.391.235.000;3.069.451.582.623.430;9.240.200.454.766.570;BRL;1.05;0.61;0.96;;Tienda física;SRC-3818;SCK-0364;Tarjeta de crédito;Único;10;10;02-04-2023;CUP-5100;14;1;Jonathan Torres;andrew17@example.org;Burkina Faso;946.216.8787x32149;32043474-3;95428;West Kevin;Connecticut;5100 Bridges Alley;Alexander Highway;7066;;@gonzalezjimmy
TRX000535;Completada;05-04-2022;Sí;Jordan Turner;PROD327;Anyone;PRC5676;Set;0.813;CLP;90.57;16.88;73.69;0.8499;EUR;8.314.152.438.440.320;10.119.094.400.079.400;Presencial;7.261.960.322.332.450;31.943.516.627.745.200;9.529.144.604.806.240;BRL;3.04;0.77;0.9;William Thomas;Tienda física;SRC-2395;SCK-6721;Tarjeta de crédito;Recurrente;8;10;28-10-2023;CUP-1898;24;3;Kristen Espinoza;ehenry@example.net;Kazakhstan;(513)987-7123x981;20487304-5;15824;Luishaven;Nebraska;734 Amanda Spur;Victor Prairie;6095;Apto. 19;
TRX000536;Completada;18-09-2023;Sí;Monica Williams;PROD887;Produce;PRC2941;Property;11.189;CLP;538.62;65.19;473.43;0.8155;CLP;4.747.985.916.242.570;5.554.515.747.538.840;Marketplace;46.532.912.190.652.600;4.617.458.763.285.340;0.027320244205014665;BRL;2.99;0.1;0.8;;Web;SRC-1575;SCK-8593;Efectivo;Único;7;9;08-01-2025;CUP-1853;17;1;Michelle Johnson;margaret93@example.org;Myanmar;(771)895-4063;70207153-7;73760;Jacobstad;Minnesota;535 Campbell Trace Apt. 789;Bryant Square;8469;Apto. 7;@dawnmerritt
TRX000537;Completada;08-02-2021;No;Ashley Buckley;PROD563;Sit;PRC2665;American;0.8986;BRL;91.22;8.64;82.58;1.085;EUR;9.232.201.167.693.130;10.561.585.225.406.000;Online;7.553.696.228.289.580;4.634.553.349.348.520;19.548.575.213.822.000;CLP;4.16;0.29;1.94;;Redes sociales;SRC-7204;SCK-0947;PayPal;Único;7;3;21-05-2024;CUP-1124;22;2;Michael Richardson;amedina@example.com;Bhutan;6486667186;26244704-9;72408;Harrisonville;Alaska;770 John Islands;Frank Square;407;Apto. 2;@donna30
TRX000538;Completada;30-09-2022;Sí;Ryan Hopkins;PROD441;Spring;PRC4259;Next;11.999;USD;319.01;48.48;270.53;10.428;USD;274.789.083.919.481;326.116.670.356.813;Presencial;2.662.351.508.429.520;25.376.065.445.076.000;0.2968404594482399;EUR;4.27;0.89;0.87;Lisa Webb;Tienda física;SRC-4903;SCK-0438;Tarjeta de crédito;Único;3;12;03-01-2026;CUP-7799;0;1;Kathryn Lawrence;joseskinner@example.org;Finland;504.481.1301x864;31456518-1;22265;Richardsonland;New Mexico;34374 Jessica Drives;Beasley Valley;944;Apto. 18;@yphillips
TRX000539;Pendiente;06-04-2025;No;Christine Taylor;PROD227;Benefit;PRC5133;Type;0.8149;EUR;7.353.999.999.999.990;14.46;59.08;10.342;CLP;593.293.338.104.409;860.767.529.078.296;Marketplace;5.840.188.758.290.530;11.647.953.130.735.100;4.469.313.814.380.330;EUR;3.08;0.32;1.34;;Tienda física;SRC-2311;SCK-5411;Transferencia;Único;5;10;07-11-2021;CUP-0206;16;1;Brian Mclaughlin;brianjohnson@example.org;Christmas Island;644-426-7353;56116159-9;94272;Josephberg;Nebraska;455 Samuel Trail;Nichols Drives;9661;Apto. 20;
TRX000540;Cancelada;08-06-2022;Sí;Martin Wood;PROD933;None;PRC7792;Both;0.9529;EUR;24.241.000.000.000.000;38.86;203.55;0.8408;BRL;20.993.881.595.609.100;26.220.395.784.330.700;Online;19.706.973.086.110.300;1.986.637.820.545.410;59.031.715.571.148.200;USD;1.47;0.29;0.1;Logan Montoya;Tienda física;SRC-4023;SCK-2358;Transferencia;Único;3;6;23-11-2022;CUP-3580;5;2;Tiffany Doyle;nancy28@example.net;Antarctica (the territory South of 60 deg S);407-750-7819x73544;24777744-4;74621;Bakershire;Kansas;6400 Smith Port;Peter Plains;8445;Apto. 43;
TRX000541;Pendiente;07-08-2022;Sí;Megan Diaz;PROD126;His;PRC4511;Suffer;0.9869;BRL;570.79;113.92;456.87;11.279;USD;457.016.604.781.374;5.797.113.595.996.810;Online;4.497.551.311.041.000;9.110.708.405.383.950;16.514.272.900.987.400;CLP;2.35;0.84;1.32;;Tienda física;SRC-3779;SCK-3854;Tarjeta de crédito;Único;4;6;27-08-2024;CUP-6091;22;5;Alex Mathis;mcdonaldmichele@example.com;Sudan;(639)960-1609x932;07926251-7;39383;North Gina;Wyoming;25039 Wright Roads;Gould Drives;9365;Apto. 33;
TRX000542;Pendiente;23-09-2022;Sí;Brittney Middleton;PROD934;Late;PRC2156;Believe;11.882;BRL;500.36;50.61;449.75;11.577;EUR;44.997.413.162.372.600;509.249.136.308.807;Marketplace;4.413.871.971.713.370;50.364.952.255.756.100;5.876.474.005.325.300;USD;1.22;0.12;1.89;;App;SRC-7949;SCK-6454;Efectivo;Recurrente;8;1;17-03-2024;CUP-5957;5;1;Sherri Thompson;jessicasnyder@example.com;Pitcairn Islands;001-527-818-3224x0239;27617640-4;5800;Jessicafurt;Michigan;12863 Susan Brook Suite 022;Benjamin Trail;421;;@erin59
TRX000543;Pendiente;18-03-2022;Sí;Tara Madden;PROD882;Yourself;PRC2376;Central;11.737;BRL;200.28;33.38;166.9;10.697;EUR;1.686.982.996.882.580;2.168.562.127.701.330;Online;16.501.085.660.902.700;5.634.290.954.852.700;29.955.567.118.287.300;BRL;3.02;0.5;0.93;;Redes sociales;SRC-7677;SCK-4239;Tarjeta de crédito;Recurrente;1;10;23-12-2021;CUP-4337;7;1;Richard Baldwin;cathycarrillo@example.net;Colombia;951-400-2607;14348696-5;28888;Jonesstad;New Mexico;05208 Cameron Motorway;Anthony Valleys;4238;Apto. 6;@brett93
TRX000544;Cancelada;19-08-2024;Sí;Samuel Conway;PROD441;Book;PRC7183;Case;0.9416;BRL;257.49;38.19;219.3;10.324;BRL;22.178.111.517.556.200;26.852.696.013.127.600;Online;2.144.249.321.338.440;6.741.924.575.996.600;8.084.799.251.774.730;EUR;3.38;0.88;1.85;;Tienda física;SRC-9734;SCK-1485;Efectivo;Recurrente;9;4;22-01-2021;CUP-2759;29;5;Stephanie Johnson;robertmoran@example.org;New Caledonia;3726208712;52395960-2;31247;North Lisa;South Carolina;1757 James Flat Apt. 888;Laura Way;7034;Apto. 2;@mercadojustin
TRX000545;Pendiente;06-10-2020;Sí;Christopher Pope;PROD945;Far;PRC7662;Campaign;0.9101;USD;18.095.999.999.999.900;17.89;163.07;0.8001;USD;16.867.833.143.726.100;18.119.230.495.347.800;Presencial;16.204.790.324.792.700;14.233.969.271.039.300;9.812.262.872.861.140;BRL;2.9;0.5;1.23;;App;SRC-3007;SCK-8867;PayPal;Recurrente;8;3;31-05-2024;CUP-8755;14;5;Gina Ritter;bailey14@example.com;Aruba;897-723-6694x6272;18142043-8;35941;Robinview;Montana;76434 Michele Heights;Ronald Wells;9434;Apto. 5;@ccole
TRX000546;Completada;20-08-2022;No;Kristin Wiley;PROD777;Kind;PRC3674;Organization;11.994;USD;46.559.000.000.000.000;47.41;418.18;10.859;CLP;4.281.671.079.496.810;4.670.670.609.459.950;Online;4.170.505.379.823.960;8.960.597.273.460.670;9.942.210.296.151.840;USD;2.64;0.41;0.0;Sandra Boyle;App;SRC-5857;SCK-4911;Tarjeta de crédito;Recurrente;6;9;02-06-2021;CUP-6726;3;4;Brandon West;denisecole@example.net;Uganda;437-670-1249x31645;37804704-0;63739;South Melvin;North Carolina;6926 Katherine Village Apt. 273;Parsons Crest;5447;;
TRX000547;Cancelada;18-02-2021;Sí;John Lopez;PROD993;Baby;PRC4166;Clear;10.788;EUR;231.96;45.41;186.55;0.8113;BRL;19.150.591.961.925.000;2.469.695.291.885.860;Presencial;18.392.817.264.165.200;6.162.796.176.773.410;4.289.177.232.823.040;CLP;2.62;0.74;1.79;;Web;SRC-3008;SCK-5789;Transferencia;Recurrente;10;9;23-12-2022;CUP-9153;24;5;Eric Peterson;ajames@example.net;Mauritius;001-305-578-3690x3034;65329856-8;35492;Glennmouth;Alaska;60074 Garcia Harbors Apt. 370;Kristen Street;686;;
TRX000548;Completada;21-05-2023;No;Mary Braun;PROD737;Wait;PRC4026;Federal;11.676;BRL;27.940.999.999.999.900;43.16;236.25;11.789;BRL;23.704.619.455.656.700;281.347.962.214.872;Marketplace;23.354.129.922.287.900;5.169.715.944.513;9.952.764.071.865.840;USD;3.64;0.58;1.39;;Tienda física;SRC-3687;SCK-1638;Efectivo;Recurrente;12;2;09-06-2025;CUP-7621;10;5;Stephanie Zimmerman;marissa54@example.com;Syrian Arab Republic;766.518.2487x41427;14198872-6;27664;Ginaburgh;Colorado;33998 David Port;Alexis Square;4280;;@lewistara
TRX000549;Cancelada;26-09-2023;No;Nathan Vaughan;PROD811;Evening;PRC1728;Wind;0.9405;CLP;375.45;64.74;310.71;0.9898;BRL;3.112.958.807.895.190;3.890.404.608.935.980;Marketplace;30.383.547.372.422.700;4.777.567.162.713.700;3.613.160.717.963.910;CLP;1.52;0.6;1.51;;Redes sociales;SRC-5677;SCK-1541;Transferencia;Recurrente;6;4;03-09-2024;CUP-7660;22;2;Jason Chapman;barbaramcclain@example.com;Poland;001-645-976-7765x7666;60852085-2;77324;Collinsmouth;Idaho;5049 Moreno Ramp;Ferrell Mountain;1639;Apto. 33;@kerry42
TRX000550;Pendiente;06-04-2021;No;Michael Spencer;PROD283;Role;PRC1769;Amount;0.9173;BRL;351.39;47.64;303.75;11.995;EUR;30.399.773.199.812.400;35.154.356.660.621.600;Marketplace;29.718.936.006.342.400;5.723.998.494.530.670;8.069.935.600.153.110;BRL;2.44;0.41;0.65;Lawrence Larson;App;SRC-8738;SCK-6400;Tarjeta de crédito;Recurrente;6;7;03-11-2022;CUP-7246;15;4;Jessica Silva;francisdelacruz@example.com;Egypt;3313839330;18406548-8;42887;Alexandramouth;Mississippi;452 Garcia Club;Lee Rest;5570;;
TRX000551;Completada;18-09-2022;Sí;Jesse Mckay;PROD977;Development;PRC7054;Free;0.9032;BRL;450.98;57.55;393.43;11.504;USD;395.637.326.754.353;4.573.586.451.466.020;Marketplace;38.561.740.504.187.100;805.264.626.507.541;0.28891335615154;USD;3.97;0.34;0.58;Jesse Armstrong;Tienda física;SRC-8387;SCK-1355;PayPal;Único;1;1;31-03-2026;CUP-6963;29;4;Christina Randall;jennifer86@example.net;El Salvador;378-825-6019;24694762-9;26181;Solisside;Maine;8517 Lee Orchard;Christopher Wells;2626;;@andersonvanessa
TRX000552;Pendiente;05-07-2024;Sí;Billy Blake DDS;PROD882;Pressure;PRC6177;Form;10.453;BRL;191.8;37.68;154.12;0.8111;CLP;1.584.018.198.326.470;20.776.383.801.876.400;Online;1.453.064.579.112.550;6.939.496.297.884.290;4.739.484.288.589.370;EUR;3.69;0.1;0.75;;Tienda física;SRC-2038;SCK-7212;Efectivo;Único;1;9;26-01-2021;CUP-5190;3;4;Stephanie Simon;tjackson@example.net;Faroe Islands;(222)401-6566x33935;43262538-1;36744;East Brianfort;Massachusetts;841 Shannon Circle Apt. 484;Karen Key;9648;Apto. 34;@freemanmiguel
TRX000553;Completada;23-03-2024;No;Christy Camacho;PROD556;Year;PRC3210;Create;11.977;BRL;298.7;46.38;252.32;1.117;USD;25.311.132.140.970.800;3.026.176.761.917.200;Marketplace;24.654.160.427.305.600;8.824.785.496.426.260;3.583.649.206.466.100;BRL;0.84;0.73;1.84;Sarah Bowman;Tienda física;SRC-9970;SCK-2440;Transferencia;Recurrente;6;4;18-07-2022;CUP-3109;11;5;John Caldwell;joemurphy@example.net;Dominican Republic;(977)837-6554;17275735-5;41131;West Taylorville;Idaho;6153 Lauren Ports Apt. 942;Zimmerman Village;6323;;@suzannereed
TRX000554;Cancelada;04-02-2025;Sí;Stephen Rivas;PROD615;Doctor;PRC6313;Provide;11.515;EUR;222.16;40.49;181.67;11.188;EUR;1.915.040.106.952.730;2.255.360.725.510.850;Online;17.219.012.000.128.200;17.482.842.735.769.500;12.791.670.205.746.500;CLP;3.54;0.43;0.61;Anthony Moore;Redes sociales;SRC-9895;SCK-8247;PayPal;Único;4;2;14-12-2022;CUP-3912;4;2;Lindsey Williams;sellison@example.net;Bouvet Island (Bouvetoya);(375)693-9557;21162206-5;78887;North Adamview;Kentucky;4364 King View;Kaitlyn Port;2526;Apto. 46;@qchapman
TRX000555;Pendiente;01-03-2021;No;Veronica Zimmerman;PROD892;Program;PRC7523;Arrive;11.057;USD;331.96;58.7;273.26;10.658;USD;27.817.253.455.595.400;34.657.944.430.726.000;Presencial;2.638.591.502.388.720;7.334.398.315.519.010;9.832.893.541.817.870;USD;0.64;0.87;1.11;Chris Gillespie;App;SRC-7683;SCK-5278;Tarjeta de crédito;Recurrente;6;12;06-09-2020;CUP-8785;20;5;Ashley Guzman;jacobchristensen@example.org;Armenia;8099006325;75465861-7;22219;Tamaratown;Kansas;6332 Wilkins Knoll Suite 841;Phillips Loop;996;Apto. 5;
TRX000556;Pendiente;07-02-2024;Sí;John Simpson;PROD373;Former;PRC4759;Something;0.9324;USD;472.46;57.38;415.08;11.524;CLP;417.023.619.179.219;48.675.516.369.631.000;Online;41.121.386.999.004.400;9.943.299.576.105.630;9.788.608.568.127.780;CLP;2.82;0.72;0.79;William Richardson;Tienda física;SRC-7696;SCK-5959;Tarjeta de crédito;Recurrente;6;3;11-11-2022;CUP-6003;8;3;Jo Edwards;ashleyfoster@example.com;Maldives;721-909-2225x145;95372376-6;6408;Chadberg;Nevada;02970 Jeffrey Oval Apt. 298;David River;5890;Apto. 17;@michaeltodd
TRX000557;Cancelada;26-12-2021;Sí;Cheryl Hernandez;PROD115;Policy;PRC6251;Pull;0.8964;CLP;469.22;54.55;414.67;0.8588;BRL;418.286.317.636.403;479.921.604.318.471;Marketplace;4.140.104.261.413.870;6.027.674.050.594.940;21.744.269.468.140.900;EUR;4.43;0.74;1.61;;Redes sociales;SRC-5014;SCK-9628;Transferencia;Único;5;6;29-05-2022;CUP-7695;18;2;Anthony Gardner;donnadouglas@example.com;Iraq;890.607.8244x666;83609438-6;66765;Lake Julia;Washington;559 Matthew Roads;Martin Neck;7854;Apto. 7;
TRX000558;Pendiente;22-05-2024;No;Keith Jefferson;PROD279;Develop;PRC5387;Surface;0.8529;USD;391.15;47.45;343.7;11.327;USD;35.180.223.825.943.000;39.580.102.389.997.600;Marketplace;33.508.152.109.616.200;9.864.956.781.135.300;540.447.024.611.376;BRL;1.23;0.24;1.14;Brenda West;Web;SRC-2734;SCK-6892;Efectivo;Único;7;3;05-08-2023;CUP-0472;6;2;Michael Allen;nancy66@example.com;Bosnia and Herzegovina;8518496180;28868879-2;36131;Cassandraview;Alaska;951 Howell Islands;Marsh Forks;8472;;
TRX000559;Completada;06-10-2023;Sí;Samuel Proctor;PROD164;Drive;PRC9552;Safe;0.9544;BRL;320.25;37.3;282.95;0.9518;CLP;2.833.978.210.073.860;3.231.641.135.694.270;Online;28.178.027.024.456.000;18.511.427.365.257.900;17.572.914.726.260.000;BRL;3.72;0.12;1.1;;App;SRC-3183;SCK-8016;PayPal;Recurrente;2;5;31-05-2023;CUP-3476;29;2;Regina Brewer;troysnyder@example.org;Norfolk Island;+1-780-412-2016x318;00239152-3;10094;East Lisa;Montana;140 Christopher Oval;Isaiah Crossing;9061;Apto. 19;
TRX000560;Cancelada;05-03-2023;Sí;Karen Johnson;PROD299;Budget;PRC6158;Cover;0.9237;EUR;360.72;36.55;324.17;11.328;CLP;32.464.364.680.365.900;37.092.669.501.351.000;Online;31.934.412.153.807.500;42.114.016.252.039.600;7.510.751.393.916.780;CLP;1.39;0.77;0.03;;Redes sociales;SRC-9590;SCK-3177;Transferencia;Único;6;5;25-01-2024;CUP-6900;30;5;Melissa Douglas;beannicholas@example.com;Tajikistan;9.243.483.438;51547469-1;15386;Brayton;Virginia;27282 Megan Center Apt. 938;Michelle Plains;6213;;@justinreeves
TRX000561;Cancelada;20-08-2023;No;Daniel Wilson;PROD479;Reflect;PRC5900;Responsibility;1.147;CLP;500.81;48.37;452.44;10.816;USD;4.614.088.678.583.830;50.946.701.675.004.400;Presencial;44.854.065.948.798.600;2.686.725.489.201.210;0.7382574687184318;CLP;4.13;0.54;0.2;;Tienda física;SRC-0059;SCK-3241;Efectivo;Único;9;10;08-03-2023;CUP-2527;11;5;Isaac Rios;hensonchristopher@example.org;Bolivia;(879)954-2832x67011;81167862-9;1426;West Cody;Illinois;2673 George Canyon Suite 175;Danielle Brooks;3190;Apto. 28;
TRX000562;Completada;04-11-2021;Sí;Heather Gonzalez;PROD652;Political;PRC8101;Nearly;10.232;CLP;17.282.999.999.999.900;18.67;154.16;0.989;BRL;15.983.468.051.348.600;18.351.591.665.113.200;Marketplace;14.794.169.921.001.300;15.930.561.265.658.000;60.693.324.699.337.200;CLP;2.14;0.37;1.18;Benjamin Ortega;Redes sociales;SRC-0755;SCK-0848;Tarjeta de crédito;Recurrente;7;1;31-12-2022;CUP-8467;19;2;David Crawford;ryan97@example.org;Saint Martin;7835076440;55017272-7;84549;Sanchezberg;Oklahoma;018 David Lake;Christopher Estate;2073;;@mckenziejonathan
TRX000563;Completada;25-07-2022;No;James Johnson;PROD115;Various;PRC5959;Prepare;11.911;CLP;5.365.899.999.999.990;94.81;441.78;11.044;EUR;4.502.727.012.744.090;5.437.601.338.074.430;Online;43.546.940.260.097.500;5.773.122.277.786.410;8.310.370.137.742.290;CLP;4.03;0.36;1.02;;Web;SRC-9050;SCK-2406;Efectivo;Recurrente;8;5;29-12-2022;CUP-1747;2;2;Michelle Murray;wnelson@example.com;Montenegro;(388)563-1240x79044;88190114-5;92081;Porterfurt;New Jersey;1952 Cunningham Street Apt. 170;Kristy Mission;8000;Apto. 19;
TRX000564;Cancelada;16-07-2022;No;Timothy Webb;PROD241;Yourself;PRC8139;Man;0.9065;USD;439.32;45.13;394.19;0.8564;BRL;40.253.785.682.298.100;45.277.948.544.103.400;Presencial;3.886.757.418.429.360;2.803.308.821.611.250;6.085.516.714.511.070;CLP;2.52;0.81;1.76;;Tienda física;SRC-0223;SCK-8045;PayPal;Recurrente;3;2;27-12-2025;CUP-4782;11;3;Matthew Morris;jessicabrown@example.com;North Macedonia;001-728-948-9873;27299335-7;90214;East Hollyview;Alaska;866 Jennifer Union;Cannon Heights;6109;;@joseph73
TRX000565;Cancelada;10-05-2023;Sí;Nathan Long;PROD851;Research;PRC1815;Hand;0.8253;BRL;438.59;46.63;391.96;0.8878;EUR;3.933.753.593.872.730;45.548.843.678.146.200;Presencial;3.835.143.591.328.230;3.671.688.698.004.550;8.305.045.366.291.760;EUR;4.78;0.46;0.42;David Jones;Redes sociales;SRC-8676;SCK-2273;Transferencia;Único;9;10;22-07-2022;CUP-3340;28;3;Lydia Brown;jenkinsjames@example.com;Slovakia (Slovak Republic);7144215634;63628862-3;26054;Stephenport;Louisiana;5143 Pitts Drive Apt. 117;Baker Ports;83;;@kelly95
TRX000566;Pendiente;26-10-2022;Sí;Preston Miller;PROD498;Once;PRC9884;Night;11.697;EUR;407.5;78.04;329.46;0.8025;CLP;3.310.691.776.407.390;4.178.342.031.214.780;Online;3.268.418.243.505.740;4.526.239.651.469.170;0.9008946371264537;EUR;4.74;0.64;1.51;Catherine Garrett;Web;SRC-4638;SCK-1512;PayPal;Único;10;3;13-03-2024;CUP-1647;28;1;Carrie King;lroberts@example.net;Turkey;372.747.3539x98759;30075145-1;69842;Port Joshua;Oregon;305 Hess Point;Jordan Streets;1412;;@whitneyjohnson
